x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y
20.88,24.552,21.743,24.021,29.585,24.667,23.496,29.697,26.53,26.536,23.713,23.937,22.904,20.725,29.826,21.597,1.2806
28.588,20.591,23.706,28.98,25.586,25.845,28.556,22.859,28.909,28.718,21.583,23.79,24.705,23.451,26.92,24.666,1.2491
28.378,21.226,29.293,28.58,26.8,29.853,25.495,20.773,23.491,28.653,22.546,25.007,25.425,26.218,28.929,29.504,1.251
28.492,29.383,25.783,22.357,22.814,23.149,23.944,21.658,29.176,20.672,25.255,26.844,21.611,21.815,26.588,27.674,1.2822
27.754,25.731,26.313,25.575,28.732,20.652,27.67,23.784,23.758,22.447,20.487,23.846,22.984,28.089,28.613,20.752,1.303
25.697,23.804,23.792,25.276,21.319,24.733,24.398,23.915,29.245,23.391,21.058,20.467,28.357,20.835,27.826,28.832,1.2613
27.039,22.367,20.109,20.758,27.76,27.747,20.708,29.018,24.707,20.988,29.542,23.011,29.529,20.122,23.907,21.256,1.3797
22.883,27.688,22.735,27.869,29.965,20.14,20.789,21.697,27.897,27.534,27.213,20.21,23.034,25.206,25.652,23.106,1.3018
24.144,20.321,20.817,27.145,23.153,23.422,28.67,29.027,24.439,20.056,20.617,24.106,26.756,28.334,29.192,25.83,1.2512
22.625,26.458,22.839,23.36,22.387,25.642,27.733,22.749,22.013,25.958,23.69,27.768,21.784,22.587,29,24.838,1.2512
27.595,29.128,25.912,29.144,23.076,28.103,25.886,20.739,24.76,23.692,28.556,20.422,29.426,28.113,22.726,20.541,1.3049
20.889,26.684,22.905,27.76,29.161,21.163,22.228,20.844,24.062,29.163,25.587,24.623,21.888,29.676,23.469,25.884,1.2848
29.487,27.169,28.176,20.802,22.102,26.965,29.988,25.399,24.822,20.48,22.21,24.207,25.241,29.643,22.581,20.939,1.3199
23.077,26.262,27.26,24.696,21.327,23.867,26.14,26.79,27.617,28.237,23.628,28.22,24.281,24.89,27.783,20.846,1.2228
26.311,27.986,25.359,25.827,23.747,28.871,25.615,27.636,28.179,27.141,27.001,26.418,28.998,24.5,28.883,26.735,1.1458
28.904,23.699,27.641,21.016,22.436,25.927,29.364,23.28,28.424,21.506,24.389,20.984,24.08,20.067,29.974,23.968,1.2958
26.382,24.916,27.939,26.172,27.765,25.674,22.207,25.659,29.345,27.81,29.591,27.834,26.372,26.139,28.923,27.907,1.1595
28.64,24.26,29.643,21.848,24.827,27.121,24.552,21.108,20.21,27.703,21.782,28.63,22.294,21.446,28.186,29.778,1.3191
26.033,27.819,26.472,27.693,21.241,22.294,21.014,23.103,21.097,26.742,20.836,24.639,21.422,22.187,27.009,29.919,1.3478
27.949,28.163,24.121,25.704,25.708,20.271,27.583,24.447,21.574,25.611,23.82,27.696,28.198,20.502,20.826,24.545,1.2638
24.235,27.563,20.906,25.373,24.269,23.608,20.257,20.261,24.691,28.886,28.711,23.62,23.957,22.453,24.996,29.123,1.2698
23.372,23.978,23.278,20.304,20.655,29.286,27.068,27.899,23.043,29.04,22.863,26.491,23.317,25.573,22.888,26.684,1.2763
29.216,21.288,25.959,29.988,27.186,24.179,21.997,23.019,27.038,25.511,25.976,26.949,22.626,20.857,28.729,24.891,1.2629
24.299,23.678,21.837,22.102,21.205,21.001,24.615,28.3,25.301,23.275,26.099,21.574,21.003,29.994,23.71,29.951,1.2703
25.363,29.169,22.156,25.071,20.335,29.481,29.502,20.031,21.757,27.588,25.563,22.222,24.794,23.797,20.576,23.864,1.2996
26.492,25.198,25.012,27.228,25.662,23.71,23.846,21.365,20.617,22.271,26.524,27.242,26.634,29.038,28.516,21,1.2502
29.203,22.054,26.629,22.016,21.791,28.185,29.19,25.43,27.009,23.505,22.681,22.793,27.669,20.391,23.23,21.481,1.3198
26.11,24.606,21.941,20.743,28.701,23.104,24.267,26.517,26.891,20.196,23.171,23.251,21.513,26.091,25.037,24.214,1.2533
21.673,25.369,29.172,24.209,21.159,22.614,23.785,23.871,26.389,26.788,24.531,21.635,22.724,21.001,27.306,25.565,1.2596
20.679,24.187,24.054,22.215,20.399,28.78,26.824,29.468,20.043,28.048,25.546,23.723,27.294,23.357,29.867,20.065,1.3075
22.59,24.048,25.281,21.515,26.079,26.725,24.917,28.25,28.966,29.6,26.694,20.957,27.49,23.099,24.546,27.963,1.2068
26.266,28.208,26.197,27.037,25.94,25.082,25.289,20.479,26.56,26.521,20.891,23.432,22.404,29.302,22.125,22.333,1.281
28.438,21.463,24.879,24.303,20.666,28.301,24.021,24.623,20.449,25.464,24.266,22.131,20.017,26.271,27.179,29.296,1.268
23.198,25.438,29.596,28.818,29.188,29.123,28.353,25.98,26.418,26.104,24.974,29.265,22.668,29.812,21.909,27.943,1.222
27.789,25.973,27.43,23.156,27.247,24.908,28.613,27.259,26.045,21.435,20.396,24.981,20.803,24.723,25.518,22.644,1.2239
24.832,25.522,28.463,25.646,29.645,24.79,26.974,29.34,29.742,20.632,27.045,28.716,20.939,22.954,22.844,23.399,1.2474
25.228,27.063,20.36,23.927,20.813,25.346,25.35,21.803,28.931,21.398,27.582,22.775,29.623,20.225,20.624,22.728,1.3523
20.527,29.426,24.915,20.87,23.62,28.38,26.716,22.413,22.277,21.783,20.448,29.822,25.866,22.914,22.313,28.21,1.3553
24.971,29.508,20.48,26.859,21.875,20.339,20.949,29.721,21.452,22.103,21.701,26.918,21.931,27.847,22.776,22.767,1.3957
23.621,23.952,27.03,27.81,27.599,29.176,20.197,23.959,29.314,23.651,20.544,20.344,22.48,26.605,28.771,26.716,1.2842
24.212,27.942,29.908,29.282,20.111,21.573,24.816,21.706,22.843,20.563,28.05,25.302,29.461,27.299,26.766,27.47,1.2877
21.964,23.726,23.499,29,28.901,22.761,23.356,27.962,21.275,21.461,28.516,22.451,26.71,27.715,26.062,25.173,1.2629
23.402,21.428,20.96,28.096,25.849,20.234,27.366,23.418,23.434,24.733,20.255,21.719,20.057,24.195,20.331,28.766,1.3329
26.545,20.718,26.583,27.511,29.495,25.943,21.919,21.638,26.241,29.799,28.884,21.4,24.109,24.99,28.147,28.968,1.2799
26.599,22.63,27.351,27.443,27.939,21.022,24.696,28.786,27.235,23.902,29.752,26.511,24.212,24.684,28.041,24.99,1.2063
27.382,20.738,23.864,23.504,20.281,20.434,21.362,27.178,22.039,25.336,23.302,25.436,23.194,26.775,21.707,22.67,1.3295
28.721,29.341,20.515,20.514,27.154,23.079,29.213,29.431,20.421,27.428,27.442,25.076,21.267,24.885,28.387,26.259,1.3002
21.71,26.8,27.18,29.205,20.821,27,22.334,29.596,29.283,28.822,25.907,27.324,20.077,20.34,29.474,29.655,1.3224
23.421,23.868,23.048,29.842,26.311,26.36,21.468,25.326,21.797,22.205,22.905,26.313,24.987,24.114,23.728,24.18,1.2056
25.611,26.979,27.768,24.284,21.084,25.435,21.309,28.451,26.738,22.982,24.001,23.985,29.892,29.378,27.042,24.04,1.2228
20.984,26.866,25.86,29.576,27.638,23.456,21.932,20.955,22.09,22.218,29.903,28.449,23.297,21.648,21.285,22.231,1.3715
23.003,29.984,20.933,24.329,28.3,25.135,21.842,28.356,23.572,23.057,26.262,23.637,20.127,21.614,28.221,28.448,1.2986
20.839,29.473,21.53,28.297,23.294,22.014,23.713,20.882,20.988,26.469,29.953,20.896,21.221,28.496,22.541,27.152,1.3638
24.896,27.238,21.904,25.671,24.823,28.965,26.163,26.779,27.214,26.716,23.347,27.823,20.586,20.199,20.468,24.526,1.2485
29.257,27.958,23.609,20.156,26.99,22.88,20.35,20.375,26.956,29.991,20.869,24.169,29.954,27.426,25.476,27.861,1.3137
24.339,28.016,29.559,21.376,27.333,23.472,20.237,27.929,28.063,22.635,29.159,28.968,25.229,27.539,29.947,23.665,1.2609
23.813,29.877,25.501,29.361,28.649,24.673,23.078,23.484,27.681,29.237,26.545,24.394,21.453,27.083,26.19,26.055,1.2274
23.95,26.486,27.349,24.469,24.678,23.16,26.196,22.575,22.882,20.407,24.034,21.326,27.553,29.874,23.205,20.054,1.2722
24.115,22.741,26.915,21.083,28.811,24.628,27.65,26.09,24.929,24.856,26.582,28.825,23.579,29.443,24.837,23.602,1.1717
25.475,27.486,29.058,25.433,27.113,28.208,28.953,25.118,29.46,28.786,23.122,23.785,26.254,24.259,24.41,24.928,1.1876
25.398,21.129,21.724,26.742,26.96,21.86,23.023,23.35,21.24,24.367,21.483,24.817,22.934,29.343,26.848,24.307,1.2664
29.808,26.747,27.695,21.584,22.882,27.807,25.73,21.262,21.163,22.127,21.08,27.083,28.937,21.906,22.653,23.521,1.3357
28.118,26.413,28.236,26.534,25.423,27.704,24.509,22.452,29.469,27.54,27.067,22.521,25.021,27.004,22.063,21.924,1.2488
22.339,22.261,20.868,22.911,20.548,26.31,28.858,24.183,22.439,29.875,26.125,23.554,20.902,21.085,29.664,29.435,1.3221
26.441,25.083,21.116,22.322,21.069,25.795,26.934,21.311,21.918,21.882,28.546,23.493,21.089,26.626,25.065,28.5,1.3144
27.202,25.573,22.486,23.397,25.168,21.738,27.702,25.744,20.858,26.367,27.284,28.521,22.236,23.635,26.947,26.525,1.2192
25.161,29.008,21.332,23.972,25.271,25.311,28.603,24.827,24.152,20.527,20.641,27.202,24.056,20.693,27.482,22.269,1.2602
29.507,21.803,22.963,24.511,24.135,23.633,26.598,23.449,25.923,27.387,21.348,27.742,28.306,26.055,20.925,27.052,1.2186
27.279,27.786,21.673,28.059,26.287,28.44,27.785,29.784,24.336,22.559,29.377,29.683,24.243,27.995,28.46,20.656,1.287
25.536,27.9,20.432,29.6,27.27,28.542,29.461,23.64,26.571,27.883,28.316,21.443,27.887,24.36,28.668,25.693,1.2469
20.441,22.016,21.228,23.653,23.694,28.139,29.869,25.033,25.406,26.4,24.883,26.75,25.181,22.351,24.931,24.485,1.1739
28.469,25.173,29.513,20.384,26.627,26.669,27.462,24.041,22.518,28.849,29.274,21.05,23.821,25.152,21.446,21.104,1.3194
28.887,28.397,28.038,26.336,24.384,29.749,25.907,20.601,21.362,20.858,29.666,26.76,25.563,25.083,26.452,29.337,1.2415
22.001,23.322,29.376,20.356,24.491,24.943,24.071,29.437,28.851,26.038,27.649,27.45,26.231,28.307,24.345,24.367,1.165
22.427,26.647,23.954,25.02,21.53,21.641,23.811,29.991,20.496,26.963,27.527,21.794,20.435,25.378,22.686,27.742,1.2977
24.076,26.239,21.801,28.648,25.345,23.741,25.043,29.855,27.417,26.311,24.256,27.311,26.606,27.471,25.277,28.717,1.1586
27.356,23.525,27.594,28.693,28.759,27.171,24.113,28.812,26.978,23.475,29.322,20.64,22.747,22.307,23.54,23.81,1.2542
21.463,29.035,29.472,20.555,21.897,29.336,25.064,21.982,29.226,20.116,22.284,28.658,24.177,21.113,24.512,21.104,1.3895
24.391,23.538,20.57,22.035,21.725,21.38,25.653,24.935,23.007,29.946,26.39,27.142,28.024,28.555,20.892,23.078,1.2581
24.049,20.126,24.39,23.576,27.495,25.967,25.42,26.957,24.073,22.856,21.423,26.122,25.532,24.752,23.289,21.757,1.2077
28.234,26.817,24.729,24.959,22.719,22.105,25.755,23.178,28.229,25.163,24.424,22.417,28.744,28.96,21.839,27.497,1.2557
20.086,24.385,20.15,24.894,26.742,23.2,29.636,22.266,22.544,28.445,27.328,24.723,21.687,28.632,25.093,27.162,1.2798
27.252,22.878,20.449,29.076,21.549,23.295,23.172,27.4,21.848,27.943,20.978,20.065,24.905,27.249,21.8,22.436,1.3385
25.036,28.197,24.035,29.484,23.457,27.271,26.533,25.252,20.707,27.08,21.296,29.803,26.059,26.011,21.591,25.668,1.2198
28.771,27.101,21.546,21.623,28.974,29.381,26.374,28.565,26.717,27.448,22.099,25.918,26.549,26.868,26.533,21.333,1.254
20.959,22.675,23.916,21.229,20.894,26.414,23.597,22.377,25.097,27.171,26.635,21.455,27.135,23.163,20.43,28.524,1.2986
22.229,24.356,23.44,27.65,24.231,20.8,27.342,26.892,21.691,21.141,27.396,25.852,21.176,21.873,24.103,25.546,1.2642
23.833,28.497,29.197,27.602,23.862,26.521,26.725,27.584,29.617,24.925,21.854,29.072,21.107,24.152,26.998,21.538,1.235
28.009,22.288,21.482,21.254,21.406,27.84,26.421,26.817,22.594,25.211,28.849,29.341,25.172,27.328,27.936,20.27,1.2805
21.534,24.661,24.588,25.907,24.571,27.445,29.084,21.346,27.875,25.623,24.917,20.477,23.01,22.523,26.822,27.082,1.2479
23.723,22.162,20.784,20.903,25.313,28.129,28.162,23.617,20.826,29.925,27.971,21.27,26.933,20.886,20.779,22.555,1.3321
20.38,20.79,21.882,27.61,20.504,21.909,27.413,27.018,23.297,21.337,22.446,26.17,29.822,27.918,27.855,27.233,1.3203
20.209,27.278,24.373,24.605,28.189,27.658,29.938,28.382,26.923,28.001,26.226,24.051,25.753,23.58,26.183,27.796,1.2016
21.192,29.829,21.414,28.157,28.365,24.077,29.474,26.613,20.746,29.142,26.437,22.361,25.921,27.381,23.154,22.711,1.2751
26.856,29.184,24.344,23.203,23.581,29.367,28.072,26.867,27.341,27.102,20.692,23.909,20.274,29.718,21.191,23.189,1.2642
22.16,23.755,25.813,24.723,26.896,29.609,22.652,21.169,25.968,20.784,29.502,28.299,22.608,22.157,21.644,28.476,1.3248
20.104,22.705,25.661,23.134,27.895,29.816,21.803,28.276,25.609,21.6,28.764,27.387,27.213,29.917,27.359,24.61,1.2285
26.926,23.933,25.395,25.333,20.411,25.077,29.8,21.99,21.526,25.45,21.574,27.712,27.621,28.528,29.23,22.934,1.2667
29.758,24.081,21.385,23.07,27.978,20.681,25.463,28.115,28.868,25.528,20.712,23.454,24.56,22.831,27.599,20.232,1.2996
28.016,25.295,22.672,24.227,22.27,29.088,20.979,22.641,21.937,27.317,29.926,24.096,24.85,24.009,29.34,29.645,1.2638
26.994,26.143,26.682,25.78,21.504,29.927,28.175,20.65,20.327,22.074,22.787,20.829,22.382,28.275,22.34,27.364,1.3731
20.805,26.018,25.594,29.91,23.809,26.495,20.501,22.709,22.932,24.482,25.831,24.351,26.747,22.603,23.425,21.483,1.2669
29.385,20.131,27.074,22.954,25.829,28.682,27.043,27.421,23.109,20.295,29.649,22.858,22.032,25.881,20.189,21.18,1.3615
26.061,21.927,22.007,24.747,22.12,29.237,20.433,29.877,22.816,26.198,22.396,27.653,21.365,25.737,27.637,24.038,1.2774
21.845,25.247,28.988,25.591,24.112,22.949,26.284,20.664,21.651,24.787,29.345,23.951,28.523,21.291,25.898,22.792,1.2625
24.479,23.082,23.121,26.586,20.293,21.583,24.985,28.464,26.618,29.327,23.335,21.661,26.163,26.304,22.598,20.148,1.2922
22.703,23.463,22.457,26.7,22.859,21.452,20.143,24.514,28.147,21.537,27.705,23.103,28.622,25.475,21.874,28.302,1.285
24.625,20.779,28.951,29.524,25.788,28.044,27.905,24.583,22.313,24.217,29.797,28.903,24.732,28.763,25.807,22.075,1.2394
23.542,25.754,26.231,24.173,26.623,26.648,21.738,23.39,28.326,21.959,21.894,23.14,27.03,22.656,22.811,26.894,1.2699
27.884,21.384,20.315,21.31,23.338,21.727,24.531,27.532,22.138,24.68,26.725,20.763,21.327,22.879,27.8,21.304,1.35
21.346,28.386,26.375,28.782,22.541,21.41,26.457,29.763,29.082,20.242,25.728,28.162,28.492,24.449,26.03,25.773,1.2626
26.841,24.848,26.56,29.654,22.804,24.528,25.988,26.718,27.138,23.006,20.161,24.26,26.112,25.131,20.096,29.593,1.2306
21.045,28.259,28.311,20.23,26.107,27.957,27.428,28.715,22.268,24.349,26.168,29.491,21.525,26.084,28.264,25.178,1.2635
28.862,25.89,21.183,21.51,28.487,29.553,29.55,21.451,26.281,28.566,29.184,20.298,27.404,21.295,26.663,22.043,1.3404
20.479,27.078,26.842,26.121,25.892,25.402,25.804,22.157,24.32,20.902,27.368,29.996,23.692,29.516,27.952,24.472,1.2376
29.95,22.468,20.56,26.434,26.939,23.808,24.934,26.591,28.718,25.184,21.644,23.679,21.014,27.899,29.768,24.586,1.2501
28.813,20.558,28.353,21.007,28.296,20.959,22.832,22.276,27.379,26.924,28.923,23.363,21.756,20.555,29.337,25.592,1.3695
28.342,23.224,22.419,21.905,25.922,20.716,26.07,26.425,28.515,28.364,20.053,21.877,20.835,23.379,21.539,23.369,1.3022
22.063,21.922,27.906,22.131,22.287,20.565,24.731,26.145,21.982,21.942,23.798,21.675,28.807,29.535,25.617,21.392,1.3182
21.609,29.924,27.515,28.461,23.02,23.955,24.371,27.132,28.589,25.029,28.817,28.296,22.206,27.056,21.064,25.135,1.2289
22.244,28.738,22.278,24.089,26.007,24.249,29.123,20.068,26.477,22.926,26.32,27.986,20.566,26.423,20.148,21.436,1.2963
21.216,29.082,29.717,27.37,24.649,26.8,25.555,24.885,20.904,28.129,26.84,25.019,29.98,29.004,29.149,26.855,1.2134
24.368,21.739,22.569,22.443,29.671,22.371,25.813,26.207,20.267,24.962,23.039,22.744,28.135,20.946,22.154,21.821,1.3119
21.075,20.362,25.121,22.184,28.049,29.644,22.382,21.062,28.674,22.791,20.984,20.13,28.296,28.66,25.751,29.81,1.3691
20.164,22.507,28.772,25.487,24.737,22.986,23.582,24.9,25.622,22.821,23.562,24.758,29.6,25.976,29.088,23.691,1.1911
22.545,25.861,27.811,21.174,28.169,25.534,20.333,23.518,23.399,28.307,22.872,23.529,24.444,20.451,24.706,23.744,1.2568
29.131,29.721,24.979,27.507,23.404,26.896,22.398,24.694,27.29,22.27,22.616,23.393,27.602,29.757,20.736,24.386,1.2846
27.913,28.425,29.048,23.608,22.628,22.163,21.79,23.735,24.915,29.301,23.439,21.805,23.178,29.493,27.473,26.551,1.2994
27.975,25.34,28.913,21.291,24.466,24.122,20.681,28.199,25.011,21.563,25.3,20.543,21.566,21.936,23.378,23.342,1.2956
24.691,20.085,22.621,25.168,27.625,20.177,22.986,25.911,20.13,21.312,26.358,29.528,29.589,20.295,23.048,21.935,1.3263
20.725,21.71,20.721,28.437,27.812,24.595,24.336,29.154,21.206,29.839,29.215,29.591,27.934,20.147,28.291,24.727,1.2903
20.726,29.667,24.289,24.947,26.156,20.602,26.635,25.22,21.118,21.722,22.173,24.419,29.741,28.597,27.345,23.137,1.2832
