x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y
20.19,26.546,23.266,22.167,26.514,22.001,26.02,29.181,27.349,22.689,24.217,25.88,21.841,24.325,25.302,24.831,1.229
23.209,22.847,28.794,29.988,22.456,29.902,24.327,21.379,21.887,21.214,23.511,21.88,25.316,26.448,25.941,21.926,1.3003
21.175,29.304,29.597,23.982,24.44,28.086,29.817,24.401,27.195,28.838,24.004,25.155,26.187,23.414,24.748,26.363,1.2082
24.534,28.656,26.488,27.883,22.727,23.52,28.785,28.628,29.675,21.119,23.43,25.007,24.786,25.259,25.765,26.522,1.2129
21.494,27.593,29.634,23.413,26.051,26.098,22.606,27.71,24.32,22.017,21.729,27.322,27.063,21.658,27.451,28.854,1.2782
27.761,28.501,23.969,29.17,21.202,29.212,28.083,25.281,25.249,20.679,28.797,24.732,25.873,25.17,29.347,27.726,1.2174
26.156,21.373,26.664,20.798,24.184,25.939,27.615,21.562,25.193,26.699,22.239,21.694,20.667,27.599,20.384,21.206,1.3563
25.051,28.91,20.192,21.576,20.316,23.501,28.656,22.989,28.177,24.285,24.991,21.521,22.533,25.694,26.833,20.465,1.3158
26.203,26.585,21.489,28.408,26.724,25.687,26.674,24.888,27.473,25.069,26.301,23.415,22.07,20.478,25.057,24.165,1.2167
21.567,25.914,21.553,21.813,23.339,22.685,27.979,28.534,22.072,27.061,24.964,20.729,22.592,22.821,27.856,24.208,1.2742
20.662,27.915,21.889,23.658,23.918,28.326,26.466,29.149,25.921,29.544,27.578,23.921,27.196,24.391,20.9,26.083,1.2249
27.936,27.226,26.992,29.543,25.394,24.568,25.418,28.998,23.769,22.957,21.185,27.592,29.947,29.905,21.609,22.316,1.2846
26.378,26.825,25.461,21.906,29.071,28.949,27.51,24.035,24.795,27.511,20.585,25.322,24.921,26.837,25.241,26.566,1.1944
23.015,21.675,26.916,24.949,25.87,28.111,23.497,28.273,27.547,23.24,23.829,21.725,25.811,22.266,28.676,25.211,1.2334
23.172,24.725,29.777,24.087,26.784,20.381,24.559,25.908,29.692,28.239,26.515,20.59,29.427,29.219,24.968,26.66,1.1935
24.52,28.099,25.039,22.728,27.792,21.434,25.038,29.324,20.402,26.184,20.096,23.177,26.389,28.343,25.63,27.03,1.2514
20.388,25.588,22.43,29.089,25.196,26.831,26.304,22.065,26.825,26.664,29.311,26.878,23.176,29.75,25.555,28.476,1.2246
23.322,27.747,20.06,25.859,24.829,28.798,23.049,28.725,23.268,24.115,28.663,24.438,24.604,29.379,29.527,26.916,1.2323
24.613,20.564,29.915,25.744,21.292,23.931,24.956,24.093,27.416,20.237,24.72,27.035,29.715,26.698,22.52,23.986,1.2261
26.614,23.964,20.068,21.64,20.125,27.038,24.399,26.229,24.014,23.438,25.934,22.03,26.875,22.017,23.566,21.266,1.2804
22.08,22.406,21.954,25.568,21.58,25.874,20.759,27.123,24.999,22.634,29.218,20.488,25.734,24.459,21.261,23.545,1.2806
20.851,23.155,23.332,20.225,20.513,20.886,26.742,26.589,20.717,29.294,24.676,24.199,22.169,28.132,24.27,23.448,1.3025
28.369,22.221,24.061,28.164,23.034,29.302,23.587,20.383,21.359,23.51,27.424,27.694,21.437,22.992,22.26,23.701,1.2722
24.278,29.648,21.189,27.465,26.621,24.773,21.576,22.841,23.152,25.713,22.89,28.638,23.987,28.779,23.041,29.091,1.2623
27.43,20.612,28.681,23.323,29.679,23.281,26.906,24.196,27.055,27.402,20.504,20.769,26.109,23.717,24.83,21.277,1.2746
23.632,27.325,27.489,29.183,27.735,29.131,28.22,24.948,21.504,25.492,27.023,27.168,29.116,20.664,21.777,28.66,1.2456
25.221,20.715,27.359,22.897,26.31,20.608,29.525,29.569,28.123,27.575,20.88,21.801,28.64,23.05,25.482,20.93,1.3239
27.159,22.885,21.297,21.325,28.843,27.563,24.208,29.546,24.428,28.192,23.329,22.624,28.484,27.86,20.054,25.536,1.2735
25.117,23.369,27.234,20.836,29.339,29.598,29.12,26.732,25.822,20.001,22.418,26.552,27.352,22.671,22.904,23.823,1.2605
26.031,25.452,25.811,20.005,25.03,24.519,29.704,28.383,20.26,27.999,28.409,28.174,23.262,26.993,28.654,20.116,1.2634
28.498,25.165,20.664,26.312,25.071,25.597,28.381,20.168,25.655,28.53,24.576,24.567,26.487,28.258,24.147,26.125,1.19
28.627,26.374,21.429,21.714,24.315,21.002,23.256,21.668,20.683,21.293,29.942,24.467,21.143,22.382,29.58,20.736,1.379
21.691,27.967,29.158,21.386,26.645,26.389,21.503,21.068,22.964,25.796,27.276,25.093,22.38,22.224,21.038,21.064,1.3606
23.881,29.724,25.977,26.559,22.028,27.258,28.195,20.602,27.611,25.887,25.63,28.79,28.176,24.809,24.029,23.398,1.1951
25.53,23.819,26.282,22.394,25.926,20.929,28.497,20.262,25.417,26.043,27.111,23,24.428,28.363,23.413,29.455,1.2223
29.394,25.306,23.157,21.746,23.179,22.098,21.318,25.326,21.553,24.025,29.478,26.899,26.036,25.448,24.609,29.616,1.2276
28.212,27.82,25.561,29.82,21.142,22.283,20.453,24.817,23.491,27.089,27.661,20.135,25.474,26.768,20.341,28.786,1.3078
28.139,26.18,24.434,26.453,29.577,27.786,21.187,28.105,28.485,21.424,29.26,28.332,24.261,25.923,22.06,27.962,1.2633
23.694,28.791,22.798,20.443,29.41,26.182,20.233,23.848,21.07,27.8,29.611,21.185,26.162,21.208,24.466,28.807,1.3045
29.323,24.642,22.309,23.562,25.711,28.695,21.447,24.294,26.366,25.634,21.802,23.212,27.527,27.242,28.446,22.184,1.2409
22.135,22.695,29.827,21.941,25.444,23.353,23.952,24.374,20.82,26.068,23.018,20.338,21.268,25.567,28.59,21.898,1.284
29.78,20.807,28.602,24.795,20.959,21.177,21.766,27.586,21.613,26.167,25.451,26.029,20.594,20.928,27.468,28.981,1.3637
25.546,27.154,22.884,25.081,26.445,27.9,29.447,24.572,24.708,22.502,26.337,29.791,25.398,21.867,28.192,25.368,1.1868
28.928,28.698,21.698,25.479,25.742,24.147,24.806,28.574,24.615,23.623,22.088,29.432,28.832,25.022,23.222,29.638,1.2341
20.567,26.807,25.213,28.801,23.873,27.113,25.895,27.387,21.458,25.455,25.719,20.058,20.332,20.625,22.022,29.34,1.3109
24.458,28.233,28.383,24.216,22.669,21.094,24.657,23.658,23.542,21.561,26.924,21.433,28.763,29.477,26.511,28.204,1.2464
26.091,27.079,23.057,23.696,28.246,24.644,29.275,25.674,20.06,24.004,22.861,29.418,20.107,20.765,20.166,25.058,1.287
26.436,23.23,26.049,27.39,22.381,22.585,26.395,22.733,29.411,26.583,29.824,29.178,25.601,26.146,22.951,26.491,1.2259
29.199,29.224,27.408,27.228,26.278,25.236,20.372,26.047,24.219,21.704,24.778,27.891,29.517,28.829,24.569,27.462,1.211
29.561,29.444,22.071,27.068,20.852,20.779,27.532,25.412,26.7,22.895,28.98,24.669,20.385,24.876,25.731,28.031,1.2846
21.603,28.049,24.34,28.933,21.233,26.328,28.854,21.777,28.414,23.842,21.107,28.265,24.761,28.503,20.243,29.038,1.3097
28.698,28.387,23.58,27.339,22.072,29.103,24.851,29.061,25.403,23.08,23.73,25.382,22.685,25.351,24.846,26.696,1.2242
21.276,25.254,24.269,20.545,20.592,28.458,20.981,26.54,28.051,22.82,26.622,26.658,29.087,20.045,28.084,26.428,1.3226
20.825,20.379,21.124,26.1,27.152,25.833,28.93,21.792,22.339,23.646,20.214,23.699,21.743,26.937,29.818,25.868,1.3269
27.326,23.403,20.382,25.337,28.013,24.386,29.322,23.975,25.339,29.722,28.149,23.806,21.684,23.979,21.49,24.099,1.2426
27.987,22.069,25.114,29.905,24.131,26.704,25.194,26.947,21.291,23.182,20.784,22.892,23.212,29.709,20.6,23.136,1.2986
23.442,20.884,27.664,21.451,24.239,22.975,22.084,23.554,22.143,27.17,27.484,29.679,27.094,23.792,20.652,28.284,1.2688
28.059,24.782,26.794,24.318,27.129,25.745,20.401,26.133,21.262,29.075,23.261,24.345,24.314,20.403,22.735,20.017,1.2869
28.995,25.367,24.143,21.986,23.439,25.38,20.828,25.768,23.586,27.919,24.635,23.345,27.261,21.824,26.188,24.545,1.2126
26.263,23.275,24.645,24.466,26.403,24.322,27.288,22.586,20.587,28.538,26.393,21.619,24.888,29.137,23.978,25.756,1.1887
22.579,27.4,26.103,24.998,28.557,22.5,22.759,28.077,29.093,22.172,20.034,21.334,24.161,20.132,21.906,29.876,1.3496
26.708,21.019,21.63,28.338,28.518,20.429,25.013,23.294,25.074,20.838,20.413,21.925,29.892,26.688,27.127,27.388,1.3177
28.893,22.754,24.467,25.975,24.678,21.254,24.748,25.591,21.009,26.762,23.119,26.066,26.684,27.694,29.726,28.465,1.2079
20.451,24.506,21.721,25.15,28.881,24.928,25.762,27.159,23.638,26.946,29.398,26.699,29.361,24.433,20.764,22.082,1.2307
29.664,27.03,23.902,24.434,25.56,29.277,23.655,21.091,29.21,24.486,28.308,29.904,21.075,21.123,21.793,29.838,1.3063
24.841,27.846,29.945,25.453,22.28,27.309,20.919,29.839,22.721,24.569,27.163,23.089,26.512,25.336,20.558,20.566,1.314
21.746,21.813,20.568,27.095,23.787,26.13,27.917,24.991,23.952,24.179,21.872,29.312,28.032,28.889,26.657,24.863,1.2099
21.271,26.978,24.534,24.381,28.122,23.378,29.894,21.598,24.171,28.905,26.053,27.247,22.811,22.728,29.678,22.736,1.258
25.971,20.129,25.254,23.244,20.378,21.333,21.939,20.454,25.956,29.809,24.862,25.82,23.413,23.196,22.387,20.39,1.3394
25.253,24.533,26.861,26.281,29.972,27.505,24.04,22.357,26.919,21.5,22.989,22.186,23.734,25.082,25.383,25.465,1.2281
24.691,25.119,22.038,28.564,21.91,29.424,26.119,24.703,29.335,29.984,22.029,26.124,28.229,27.269,22.752,22.993,1.2404
25.014,25.792,25.386,23.913,22.568,28.398,25.357,22.138,26.011,22.098,20.907,23.442,23.325,29.065,20.116,24.464,1.2676
21.022,26.127,22.379,21.506,24.933,23.611,23.697,22.19,21.809,25.386,23.64,22.546,21.921,22.452,22.857,28.111,1.2846
28.246,20.48,29.297,20.463,24.878,22.802,25.345,28.188,26.814,28.44,28.27,20.221,23.679,22.75,27.967,28.535,1.3076
22.443,26.319,28.269,23.809,24.75,29.547,28.325,22.487,29.553,21.807,27.831,27.91,22.969,28.973,28.296,24.421,1.239
26.841,20.31,27.822,27.79,23.454,26.616,25.982,26.873,28.239,28.718,20.551,24.121,22.448,24.224,23.277,21.712,1.2647
24.227,22.328,28.079,20.165,21.72,26.529,24.648,24.483,22.286,24.919,25.3,21.364,23.508,24.112,23.667,25.275,1.2174
28.583,20.029,23.487,27.685,20.765,27.448,25.844,28.969,27.784,22.241,29.88,25.432,27.898,24.913,26.49,25.8,1.2266
22.731,23.563,29.375,20.077,27.514,29.445,22.034,20.899,27.237,29.006,27.841,28.484,24.527,21.267,22.441,24.703,1.298
23.267,26.738,26.208,28.253,26.109,26.756,23.393,25.491,26.541,21.369,22.175,27.473,25.682,21.034,29.283,25.3,1.2352
20.012,24.282,24.934,25.274,29.286,27.974,26.575,22.793,20.333,29.174,25.183,25.526,20.013,27.555,29.983,27.131,1.257
25.839,22.465,21.051,21.217,29.805,22.166,22.826,22.88,22.523,24.637,27.732,26.412,25.255,27.927,27.363,20.157,1.2625
28.337,24.952,22.279,20.731,29.539,22.653,23.51,29.808,20.872,26.913,29.496,23.837,29.833,22.551,24.21,23.192,1.2902
23.761,26.941,29.526,23.48,28.388,28.758,25.729,27.923,29.274,24.341,28.631,21.027,21.401,29.551,27.014,27.962,1.2367
23.53,23.683,27.518,29.723,21.061,21.36,23.159,27.558,29.608,25.175,21.305,21.224,27.477,27.441,20.818,24.943,1.2945
23.571,26.683,20.928,26.798,27.018,25.309,29.218,25.173,29.943,24.218,27.964,22.579,20.245,25.86,22.186,22.764,1.2607
29.239,26.008,27.048,28.989,26.218,25.642,29.793,27.029,26.371,21.597,24.32,25.223,26.608,27.088,23.569,24.286,1.1788
23.889,29.278,23.068,28.872,20.474,25.075,29.681,22.248,28.746,20.466,29.091,24.253,22.017,26.36,25.216,28.27,1.2797
25.786,26.446,25.677,25.667,22.755,24.205,21.262,25.04,24.92,29.433,20.76,22.978,27.273,24.14,24.978,25.945,1.2032
29.087,29.559,27.623,27.771,28.188,29.642,21.626,29.277,28.282,21.886,25.829,29.108,24.108,27.467,26.78,26.012,1.2458
25.866,24.066,22.551,24.563,20.935,28.534,22.108,23.629,25.578,29.405,29.634,28.12,28.707,22.132,27.627,26.187,1.2268
22.381,20.407,20.624,29.481,29.812,22.459,27.759,23.107,29.17,26.28,21.599,21.12,26.813,27.974,23.154,20.622,1.3428
20.3,28.154,29.722,26.231,28.994,26.655,28.852,25.126,24.766,20.152,26.737,20.982,28.316,21.63,26.717,27.293,1.2771
21.378,22.241,22.816,22.158,23.993,26.99,22.239,26.307,29.017,26.317,29.796,26.783,22.65,23.569,22.111,26.77,1.2381
25.323,27.471,20.4,20.264,22.132,20.044,28.104,21.452,26.241,20.286,26.236,22.761,22.147,24.704,21.688,27.792,1.3926
24.146,22.506,27.952,28.641,27.525,20.222,22.689,21.474,29.772,22.994,29.006,24.815,23.444,22.538,29.101,25.639,1.2956
26.903,25.498,20.318,22.487,25.853,22.914,25.125,20.351,27.656,27.352,23.61,25.605,22.9,26.587,29.005,29.548,1.2645
23.088,22.03,22.486,22.651,28.41,21.722,29.94,24.763,27.763,27.757,24.414,22.262,28.089,29.999,26.586,26.817,1.2194
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1.0427
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1.2518
29.596,25.674,21.131,27.89,20.971,22.411,21.821,23.713,20.556,20.079,21.816,20.484,22.804,29.332,22.224,25.896,1.3944
28.62,25.626,27.466,23.777,25.596,25.672,21.956,25.072,20.769,24.989,27.237,27.36,28.137,23.217,22.314,22.271,1.2408
20.209,26.788,29.7,22.959,28.21,26.026,29.161,20.808,21.705,27.242,28.646,24.194,20.27,21.836,22.847,25.496,1.3183
24.57,20.986,28.274,20.94,20.779,22.826,22.748,21.353,23.041,27.049,29.853,26.058,23.703,26.223,20.298,22.105,1.3153
24.345,26.921,20.739,25.95,26.664,24.791,26.139,28.806,22.402,28.434,22.66,27.038,22.033,22.806,26.601,23.121,1.2614
29.336,26.284,22.913,26.38,26.551,25.615,22.97,27.096,23.194,22.821,27.756,26.356,20.918,22.734,23.449,22.445,1.2689
21.939,28.571,24.539,25.741,29.25,25.21,29.62,26.056,22.976,23.874,28.422,29.319,24.357,28.715,28.92,20.205,1.2529
23.091,22.817,24.72,23.356,29.019,26.582,22.312,20.425,27.656,28.208,25.492,25.369,28.07,24.318,27.213,22.91,1.1916
29.881,20.845,28.646,29.577,21.855,22.102,20.802,29.333,20.836,24.456,23.864,28.652,27.832,23.854,22.679,22.862,1.317
22.119,20.85,22.51,28.09,22.163,22.315,26.714,20.502,20.593,21.31,21.946,24.017,29.248,27.962,28.869,28.919,1.3355
29.342,28.62,27.051,22.561,24.069,26.193,24.166,24.237,21.393,20.653,28.889,24.194,25.767,24.973,25.881,28.955,1.2075
25.829,20.351,22.928,24.198,25.596,28.82,23.274,23.404,29.42,26.106,24.584,22.659,22.083,20.406,23.914,27.959,1.2579
27.046,29.237,23.419,29.512,20.275,25.801,27.545,29.956,25.437,28.137,29.354,25.479,27.182,20.575,29.745,29.149,1.2366
26.897,26.534,24.64,25.609,28.037,25.37,28.589,24.286,22.694,26.421,20.468,24.785,29.913,29.523,21.499,26.155,1.2308
21.288,25.467,22.732,22.739,29.425,28.497,23.421,21.744,28.183,29.861,21.673,25.377,25.198,27.551,29.76,26.914,1.2544
21.254,24.428,28.359,27.719,26.503,26.78,29.599,23.085,23.643,25.464,23.745,22.735,22.168,29.442,21.837,29.858,1.2948
21.398,28.963,20.069,27.282,24.277,22.073,27.378,23.912,26.69,28.399,23.769,26.634,21.034,24.005,25.823,21.952,1.2839
27.889,22.839,22.929,26.085,29.654,23.537,20.031,27.515,22.258,21.295,25.065,28.458,25.137,25.128,25.155,26.744,1.2186
28.196,21.26,25.092,26.478,25.963,27.961,26.459,20.068,20.71,20.49,25.988,26.028,21.056,25.089,29.001,25.127,1.2734
27.15,29.133,20.56,26.095,20.573,21.638,28.859,20.075,27.603,20.917,29.255,23.876,28.079,26.299,24.097,24.814,1.3208
28.202,28.644,22.217,22.143,21.314,22.158,28.706,23.358,25.336,29.5,23.021,23.814,28.527,27.623,28.64,22.154,1.2928
24.794,27.159,20.351,21.361,22.244,28.349,28.151,29.042,29.891,24.034,20.351,24.921,20.511,20.083,29.196,28.932,1.3208
21.901,29.015,20.984,29.51,20.865,23.974,26.147,29.97,29.288,27.863,29.134,25.758,28.264,20.719,21.294,22.766,1.3036
22.338,24.932,25.628,29.236,27.991,25.474,29.734,20.208,25.646,28.729,24.956,29.965,24.609,27.353,28.988,23.533,1.212
27.253,20.25,21.655,25.35,26.789,25.086,25.129,27.899,26.024,20.685,22.193,20.771,27.154,26.299,21.863,28.538,1.2816
23.799,21.886,20.812,29.242,24.497,20.893,29.109,27.8,27.07,29.77,28.862,29.286,24.774,27.579,25.144,29.031,1.2389
26.584,21.531,26.336,21.015,29.406,21.441,28.586,24.728,25.007,23.037,26.465,26.686,20.541,25.806,24.88,22.817,1.2664
27.816,22.25,24.127,20.71,23.873,29.255,28.151,25.383,27.166,22.849,26.082,23.433,29.277,26.49,25.959,20.873,1.2484
25.227,27.739,24.306,22.262,25.884,25.746,23.273,28.372,29.019,26.717,28.435,23.977,25.751,26.192,25.124,27.996,1.178
28.671,26.338,27.384,28.82,24.899,28.754,29.731,25.772,21.552,23.701,26.524,29.888,25.842,25.742,20.469,22.206,1.2542
26.118,29.135,26.637,27.282,24.875,21.388,26.911,20.685,26.446,21.939,20.3,24.889,24.724,21.35,20.685,25.785,1.3098
21.46,26.254,22.539,28.691,25.113,25.279,23.131,27.24,26.482,21.729,23.311,20.995,25.665,24.665,29.859,20.399,1.2846
26.354,24.679,27.413,26.33,21.687,21.062,27.476,20.172,26.631,25.404,23.892,22.168,26.151,23.996,25.728,23.303,1.2396
25.549,25.869,22.496,21.235,28.81,28.713,24.829,22.485,25.906,26.704,29.752,27.994,22.568,26.807,20.7,26.331,1.2554
28.005,20.946,22.26,29.278,29.649,20.999,20.059,21.535,22.605,27.125,28.895,29.528,29.294,25.562,24.74,21.833,1.3283
22.795,24.316,24.389,21.498,26.079,22.042,22.195,29.416,21.302,23.425,21.496,20.383,27.28,22.938,28.898,29.646,1.3182
26.453,22.132,25.611,25.193,22.97,22.664,22.368,29.622,21.066,23.065,26.423,25.432,25.385,29.231,20.998,23.072,1.2426
23.104,29.294,21.908,29.907,23.624,24.582,26.768,23.148,22.116,25.969,23.276,26.137,21.98,28.272,21.141,23.356,1.277
29.115,29.668,29.778,22.946,23.026,20.923,24.731,22.435,23.738,22.502,22.895,22.796,22.411,23.928,26.199,22.734,1.299
28.287,20.506,29.806,26.986,28.386,27.144,26.888,29.088,25.807,29.948,28.354,29.974,26.098,29.698,22.8,29.876,1.2364
28.022,25.008,24.318,25.281,23.862,25.498,28.39,21.845,28.155,22.089,26.618,29.335,21.362,29.624,27.969,27.25,1.2177
23.999,20.879,21.908,21.066,24.188,22.295,20.348,29.817,23.963,28.856,20.161,25.839,21.068,29.222,25.199,29.575,1.3028
20.235,24.961,26.897,25.234,26.315,27.901,20.035,26.165,28.795,25.956,24.918,22.996,24.177,24.721,21.448,20.942,1.2706
